"speech_text","label","Nummer","speaker_name","speaker_party","Delegitimeren","Opmerking","Gericht op?","date","vergadernummer","id","title","jaar","populisme","kabinet_parlement"
"We hebben met elkaar gezocht naar een oplossing. Inmiddels blijkt, ook uit deze rechterlijke uitspraak, dat die oplossing niet houdbaar is. Daar moeten wij een oplossing voor vinden.","2",237,"Minister Rutte",NA,"2",NA,NA,2019-09-19,"nr. 3, item 6",453779,"6 Algemene Politieke Beschouwingen","2019-2020",NA,"kabinet"
"Wanneer men spreekt van ""schijn van dubbele loyaliteit"" is er sprake van twijfel. Het is duidelijk dat de heer Wilders dat doet. Als het gaat om mevrouw Ollongren, kan hij geen enkel voorbeeld noemen op basis waarvan hij twijfelt aan haar loyaliteit. Maar die twijfel is er wel bij de heer Wilders. De heer Wilders zat in het verleden vaker bij de Israëlische ambassade dan thuis. De heer Wilders had contacten met Israëlische bewindspersonen die zelfs zo ver gingen dat de AIVD de behoefte had om dat te onderzoeken. De heer Markuszower, die in dit parlement zit, bij de PVV-fractie, werd zelfs extra onder de loep genomen. Er werd getwijfeld aan zijn integriteit en aan de staatsveiligheid van ons parlement als hij in het parlement zou komen. Ik vraag mij af aan wiens loyaliteit we moeten twijfelen als de heer Wilders zich gedraagt als de lange arm van de Israëlische regering.
Er wordt nu geroffeld op de bankjes, maar degenen die dat doen, zijn er iets minder dan die knechten in vak-Wilders.","1",238,"De heer Kuzu","DENK","1","De heer Wilders zat in het verleden vaker bij de Israëlische ambassade dan thuis.","politici",2017-11-01,"nr. 16, item 3",231232,"3 Regeringsverklaring (inclusief Algemene Politieke Beschouwingen)","2017-2018","Niet-populistisch","parlement"
"Dank u wel, voorzitter. We leven in een overgangstijd. Dat was de enige referentie in de troonrede aan de bizarre formatie. Er is wel een heel erg lange overgang naar hopelijk een nieuw kabinet. Na de verkiezingen dient een nieuw kabinet aan te treden. Dat dient een begroting in te dienen met nieuwe beleidskeuzes. Deze super demissionaire regering dient een begroting in met grote financiële keuzes. Veel extra geld zonder beleidskeuzes die de werkelijke problemen aanpakken. Dat is niet beleidsarm, maar het risico op weggegooid geld. In een poging om steun te krijgen van andere partijen door ze inspraak te geven, mogen we over 1 miljard meebeslissen. De begroting bestaat uit meer dan 300 miljard. Ach, waarom zouden we nog een keer 600 miljoen extra uitgeven aan elektrisch rijden?
Als eenmansgroep heb ik zeer beperkte spreektijd en ook een heel beperkte, maar inhoudelijk geweldige ondersteuning in de Tweede Kamer. Ik krijg een derde van de ondersteuning van andere eenmansfracties. Daarom beperk ik mij vandaag tot drie voorstellen.
Eén. Dit kabinet is gevallen over het kinderopvangtoeslagschandaal. Dit was een rechtsstatelijk en democratisch dieptepunt, maar tot op heden nog geen keerpunt in de Nederlandse politieke geschiedenis. Er is veel gesproken over een nieuwe bestuurscultuur en radicale plannen. Er zijn door de regering concrete toezeggingen gedaan en er zijn moties door de Kamer aangenomen, maar er is werkelijk niets uitgevoerd. Dat voedt het wantrouwen in de politiek en tekent de onmacht van deze Kamer. Als wij onszelf als Kamer serieus nemen en we werkelijk een andere bestuurscultuur willen, moeten we keiharde toezeggingen van het kabinet eisen bij de beloftes die het gedaan heeft. Zonder een betere bestuurscultuur kunnen we overigens de andere crises waarover vandaag gesproken is niet aanpakken.
Hier heb ik zeven van die toezeggingen. Als je problemen hebt, moet je ze willen opsporen. Dus zei de Kamer na het toeslagenschandaal in een motie dat er een onafhankelijk meldpunt voor misstanden moet zijn, voor jeugdzorg en UWV. Dat onafhankelijke meldpunt is er nog niet.
Informatie wordt niet geleverd, door onwil en onmacht. De informatievoorziening is een puinhoop en de archieven moeten op orde. De regering beloofde in januari dat er op 1 juli een regeringscommissaris overheidsinformatie zou zijn benoemd. Dat is niet gebeurd. Erger nog, er zijn nog steeds geen notulen van onderraden. Sorry, besluitenlijsten. Dat zagen we bij Afghanistan.
De rechtsstaat is vaak geschonden, met ondermijnende criminaliteit en een veel te machtige staat ten opzichte van de burgers. Er zou een staatscommissie rechtsstaat komen. Die is nog niet ingesteld.
In mei nam de Kamer een motie aan die de regering opdroeg binnen een jaar met een wetsvoorstel te komen om de Grondwet te wijzigen, zodat aan de grondrechten uit de Grondwet getoetst kan worden. Daar is nog geen enkel begin mee gemaakt, zo bleek gisteren.
De overheid is zeer kwetsbaar voor corruptie. Dat zagen we al toen minister Van Nieuwenhuizen werd weggekocht door de gaslobby van Gazprom en Shell. Geen van de zestien anti-corruptieaanbevelingen van GRECO is geïmplementeerd. Om een idee te geven: zelfs Noord-Macedonië implementeert deze voorstellen.
Om problemen op te lossen moet je ze willen opsporen. Dat meldpunt is er nog steeds niet. Er zou een onafhankelijke manier van onderzoeken komen. Met de KNAW en de Wetenschappelijke Raad voor het Regeringsbeleid zou een standaard opgesteld moeten worden over hoe je onafhankelijk onderzoek doet, want de overheid onderzoekt zichzelf nogal eens. Die standaard is er nog steeds niet.
Zeven keer niets. In plaats van radicale ideeën is er radicaal niets gebeurd. Dat is onaanvaardbaar. Ik wil weten hoe de regering reeds gedane toezeggingen en aangenomen moties van de Kamer de komende 30 dagen gaat uitvoeren.
Vorige week heeft u overigens gezien wat er gebeurt met bewindspersonen die weigeren moties uit te voeren. Ik heb de zaken wat uitgewerkt. Ik hoop dat even te kunnen ronddelen. Ik heb geen andere manier om deze achtergrond te geven. Voorzitter. Het tweede punt is dat we net hoorden dat er bij de regering geen plan ligt voor de volkshuisvesting, en overigens ook niet bij de VVD. En dat middenin een enorme wooncrisis. Dit is volgens artikel 22 van de Grondwet een grondwettelijke taak. Maar ja, niemand kan naar de rechter. Dat kan bij klimaat wel, maar bij wonen dus niet. Er moet binnen twee weken een plan komen. Ik daag de regering uit. Bent u bereid voor de AFB met een voorstel te komen? Laat ik zeggen dat dat plan moet bestaan uit een concreet doel voor de hoeveelheid huizen die we gaan bouwen. Dat doel moet in de begroting opgenomen worden en daar moeten middelen bij gevonden worden. De regering moet eigenlijk afrekenbaar zijn. Woningbouwcorporaties moeten lucht krijgen: weg met de verhuurderheffing, in ruil voor prestatieafspraken. Er moet een maximale woonwaarderingsgrens komen — de heer Heerma vroeg daar al om — en betere huurbescherming. We hoeven niet altijd binnenstedelijk te bouwen. Er kan ook buitenstedelijk gebouwd worden, ook op grote locaties.
De fiscale bevoordeling van verhuurders moet worden afgeschaft en speculaties moeten worden belast. Voor de korte termijn: haal de prikkel weg om huishoudens te belasten, zoals een inwonend kind van 21 bij een bijstandsmoeder. De VNG vraagt daar ook om. Die moet het huis uit.
Ten derde bepaalt de Grondwet ook dat de overheid zorg moet dragen voor het bestaansrecht der bevolking. Maar de koopkrachtplaatsjes zijn met bijvoorbeeld de stijgende energieprijzen een totaal fictieve werkelijkheid. Mensen gaan erop achteruit. Ik heb dat bij De Balie proberen uit te leggen en ik wil dat hier ook uitleggen als ik daarvoor de tijd zou krijgen.
Stel een commissie in die het sociaal minimum voor verschillende types huishoudens herijkt. Wat heeft een alleenstaande of een gezin met één of twee ouders met of zonder kinderen nodig? En wat heeft een werkende alleenverdiener met minimumloon nodig? Als dat een betaalbare huurwoning is, moet die er ook zijn. Dat is fundamenteel en urgent. Het Nibud is ook heel duidelijk: met het minimumjeugdloon kan een alleenstaande van 19 jaar niet rondkomen. Die gaat rechtstreeks de schuldhulp in. Als je als alleenstaande langdurig woont in een Wlz-instelling, krijg je €320 zak- en kleedgeld per maand. Maar als je veel kosten voor je ziekte hebt, raak je ook in de schulden. Een modale alleenverdiener kan niet alleen geen huurwoning meer vinden en geen koopwoning meer krijgen, hij kan ook echt geen auto meer rijden. Daarom graag de volgende toezeggingen. Volg de Europese relatieve armoededefinitie. Nederland is de enige die dat niet doet. Stel een commissie in die het sociale minimum voor verschillende typen huishouding bepaalt. En bereken eerst dat minimum voordat je de belastingen en premies gaat hervormen. Bereken het niet op basis van de huidige koopkrachtplaatjes.
Voorzitter. Ik heb weinig spreektijd, maar de regering heeft nog minder tijd om de acute problemen van Nederland voortvarend aan te pakken. Dank u wel.","2",239,"De heer Omtzigt","Lid Omtzigt","2",NA,NA,2021-09-22,"nr. 2, item 5",625780,"5 Algemene Politieke Beschouwingen","2021-2022","Niet-populistisch","parlement"
"Ook ik en mijn fractie steunen u in die strijd, maar ik moet hier wel de politieke vraag kunnen stellen of u niet veel eerder had kunnen ingrijpen. Had u niet veel eerder moeten ingrijpen? Het zijn natuurlijk niet alleen maar allemaal Marokkanen die verantwoordelijk zijn voor de ellende die speelt, maar het is nu voor een groot deel wel die mocromaffia. Wij hebben dat Marokkaanse gif toch toegestaan, in ieder geval van de criminelen in Nederland? Daar moeten we wat aan doen. Was het niet al veel langer bekend wat er in Amsterdam gebeurde? Ik kan me herinneren dat de vakbonden van de politie al een jaar geleden zeiden: we moeten duizenden extra rechercheurs hebben, want we kunnen het niet aan. We weten ook dat die verschrikkelijke Taghi, de meest gezochte crimineel van Nederland, eerder heeft gezegd: ik ga ze pakken, de familie. Oké, hij heeft het niet over de advocaat gehad, maar hij heeft wel gezegd dat hij de familie zou gaan pakken. Hadden we niet veel eerder in moeten zetten op extra politie, extra rechercheurs en harder straffen? Had uw regering niet eerder moeten kijken of de familieleden, de journalisten en de advocaten beveiligd moesten worden? Nogmaals, ik wil niet zeggen dat dit voorkomen had kunnen worden, maar we hadden toch wel veel meer kunnen en moeten doen in plaats van wat nu is gebeurd.","2",240,"De heer Wilders","PVV","2",NA,NA,2019-09-19,"nr. 3, item 3",445992,"3 Algemene Politieke Beschouwingen","2019-2020","Populistisch","parlement"
"... aan de Europese Commissie om hier met 25 miljard euro een moonshotproject van te maken. Samen met onder anderen Hidde Boersma, een van de ambassadeurs van deze ngo, ga ik me na mijn Kamerlidmaatschap voor deze ngo inzetten.
Dat is niet het enige wat ik ga doen. Dat is punt twee. Samen met een van de beste producenten van ons land, zijnde San Fu Maltha, u mogelijk bekend van de films Oorlogswinter, Zwartboek en Süskind, ga ik een documentaire over migratie maken. In deze documentaire zullen wij de mythes debunken. Want zowel politiek rechts als politiek links maken zich schuldig aan verhalen die niet stroken met de feiten. Hierdoor wordt belastinggeld stukgeslagen op slecht beleid. Slecht beleid gaat niet alleen ten koste van de vluchteling, maar ook van de belastingbetaler.
Dan wil ik nog even stilstaan bij punt drie: de parlementaire kracht. Onze parlementaire democratie is afhankelijk van haar kracht, die gepaard gaat met haar omvang. Die omvang strookt al tijden niet meer met de omvang van onze populatie. Ik ben blij dat meerdere partijen uitbreiding van het parlement nu in hun verkiezingsprogramma hebben staan. Op basis van gesprekken met deskundigen meen ik echter dat dit mogelijk ook zou kunnen worden opgelost zonder grondwetswijziging. Ik voel geen behoefte om, zogezegd, over mijn graf heen te regeren, maar ik denk dat de Kamer in de nieuwe samenstelling wel wil weten welke mogelijkheden er precies zijn om de Tweede Kamer versneld uit te breiden. Ik overweeg een motie op dit punt. Ik zou graag een reactie op dit idee van het kabinet willen.
Dan punt vier. Aanvankelijk wilde ik stilstaan bij het feit dat werken niet loont, dat armoede mij grote zorgen baart en dat een grondige herziening van het belastingstelsel, zoals beschreven door de hoogleraren Cnossen en Jacobs, belangrijker is dan ooit.
Maar afgelopen maandagavond laat veranderde een bericht deze inbreng. Ik wil stilstaan bij integritisme, dat op dit moment als een soort epidemie door ons land waart. Zo kreeg ik naar aanleiding van mijn aanwezigheid afgelopen maandag bij Vandaag Inside het bericht van een voetbalsupporter die lid is van een club in de eredivisie. Van de ene op de andere dag kreeg hij een clubverbod naar aanleiding van een anonieme melding van aanranding. Los van het persoonlijke leed, moest hij aantonen dat hij níét had aangerand. Dat kon hij gelukkig. Het interview afgelopen zaterdag in de Volkskrant met scheidend burgemeester Roest van de gemeente Bloemendaal laat zien dat 25% van onze burgemeesters bezig is met dergelijke kwesties. Dan het voorbeeld van de hoogleraar die een klacht van onveiligheid aan zijn broek krijgt en verantwoording mag afleggen. Wat had deze beste man gedaan? Toen hem opviel dat een van zijn studenten onvoorbereid in de collegebanken zat, heeft hij hem aangesproken en hem gevraagd waarom hij er dan wel was.
In het publieke domein, in het bestuurlijke domein, in het private domein, overal komen klachten als paddenstoelen uit de grond naar boven. Ze wurgen de mensen die hiermee te maken krijgen. Van een samenleving die uitgaat van de onschuldpresumptie, zijn we als we niet oppassen zo aan het veranderen in een samenleving gebaseerd op de schuldpresumptie. In het ergste geval heb je dan stamina, geld en advocaten nodig. Wanneer je een van die drie niet hebt, ben je vogelvrij. Heb je ze wel, dan is het kwaad alsnog geschied, met alle gevolgen van dien. Vele van mijn gesprekken met professor Geert-Jan Knoops gingen hierover. De waarborgen in het strafrecht, die er niet voor niets zijn, zijn buiten het strafrecht absent. Waar we in het strafrecht slachtoffers van zedenmisdrijven uitleggen dat aangifte niet mogelijk is zonder te getuigen, kunnen medesupporters, boze inwoners van de gemeente of luie studenten je het leven zuur maken. De slachtoffers van zedenmisdrijven moeten wél hun getuigenissen publiekelijk herhalen. Met persoonlijke grieven of vendetta's kun je de anonieme route bewandelen.
Ik vind dat het tijd is dat wij als parlement daar wat van gaan vinden, want het recht op een eerlijk proces is vastgelegd in onze Grondwet. Dit is nog niet zo lang geleden opgenomen onder artikel 17, maar het staat ook in het EVRM onder artikel 6. Dat geldt niet alleen voor het strafrecht, maar ook voor het civiel recht. Ook hierin wil ik niet over mijn graf regeren. Daarom overweeg ik een motie waarin ik vraag of het WODC hier met een gewogen advies kan komen over anoniem melden, maar ook over integriteitsbureaus, die veelal werken volgens het adagium: wiens brood men eet, diens woord men spreekt. Want slachtoffers van dergelijke onterechte publieke en persoonlijke schade zouden wat mij betreft behalve hun recht ook hun leed gecompenseerd moeten kunnen zien. Wellicht stopt dan dit doorgeslagen integritisme.
Dank u wel.","2",241,"Mevrouw Gündoğan","Lid Gündoğan","2",NA,NA,2023-09-20,"nr. 2, item 5",762703,"5 Algemene Politieke Beschouwingen","2023-2024","Niet-populistisch","parlement"
"Ik bedank de premier voor zijn woorden. Ik heb hem gisteren inderdaad uitgedaagd om deze stelling in te nemen, want het is precies als de premier zegt: woorden hebben hun betekenis. Ik heb de premier de afgelopen jaren leren kennen als iemand die het af en toe snel van zijn schouders laat glijden door te zeggen: ach, het is een rood stuk vlees en daar gaan we niet op reageren. Maar woorden hebben hun betekenis! Als de haatpredikers tot in dit parlement — gisteren hier op het spreekgestoelte! — hun haatzaaiende teksten kunnen uiten, wil ik dat we een premier hebben die daartegen opstaat. Ik wil dat niet omdat hij de premier is van een coalitie waar de Partij van de Arbeid in zit, maar omdat hij een premier is van alle Nederlanders, inclusief die grote groep Nederlanders met een andere religie en een andere afkomst dan het christendom en Nederland. Ik ben blij dat ik zojuist een premier heb gezien die dat doet. Ik moedig hem aan: houd dat vol!","2",242,"De heer Samsom","PvdA","2",NA,NA,2014-09-18,"nr. 3, item 6",32424,"6 Algemene politieke beschouwingen","2014-2015","Niet-populistisch","parlement"
"Ik denk dat er dingen mis zijn gegaan bij zaken die onmiddellijk moesten gebeuren, zonder controle. Maar dat is in eerdere debatten ook al vastgesteld. In de huidige situatie bij de Belastingdienst speelt volgens mij ook iets anders, en dat is echt niet goed. Ik wil dus ook geen parlementair onderzoek over de individuele problemen die bij het UWV en bij de Belastingdienst spelen, en we gaan het daar niet meer over hebben, want dat moet ook doorgaan. Ik wil het juist een niveau hoger tillen en breed naar dit soort vraagstukken kijken. In zo'n parlementair onderzoek kun je de casuïstiek laten terugkomen, wat er gebeurt in zo'n parlementair proces, en hoe we dat met elkaar anders kunnen doen.","2",243,"De heer Pieter Heerma","CDA","2",NA,NA,2019-09-18,"nr. 2, item 5",475012,"5 Algemene Politieke Beschouwingen","2019-2020","Niet-populistisch","parlement"
"Ja, laten we gaan nadenken ... En ondertussen is het in Nederland zover dat een rechter tegen de overheid zegt: en nu is het afgelopen, nu ga je je aan je eigen afspraken houden. Ik moet zeggen: ik vind dat als democraat best een moeilijk iets. Ons wordt in de gescheiden machten verdorie door een van de andere machten gezegd: jullie functioneren niet. Het is zover gekomen dat een rechter een uitspraak doet. Ik ga ook op werkbezoek en krijg ook hartstikke leuke ideeën, overigens niet alleen van jongens maar ook van meisjes. De heer Samsom komt elke keer met jongens, maar gelukkig zitten er in de techniek ook meer vrouwen tegenwoordig. Maar de geloofwaardigheid van alle mooie voorbeelden die hij noemt, valt toch helemaal weg op het moment dat de heer Samsom niet zorgt dat het gewoon nu in de Miljoennota staat en er nu beleid op wordt gevoerd?","2",244,"De heer Pechtold","D66","2",NA,NA,2015-09-16,"nr. 2, item 7",131126,"7 Algemene Politieke Beschouwingen","2015-2016","Niet-populistisch","parlement"
"Ik vroeg hoe het stond met het Multidisciplinair Interventie Team dat aangekondigd was. Ik krijg een soort optelsom van alles wat de ambtenaren opgeschreven hebben. Ik dacht dat we in een debat zaten. Misschien kan de minister-president mijn vraag gewoon beantwoorden. Er is 900 miljoen euro uitgetrokken, waaronder 160 miljoen voor het Multidisciplinair Interventie Team. Hoeveel interventies zijn er uitgevoerd door dat team?","2",245,"De heer Azarkan","DENK","2",NA,NA,2022-09-22,"nr. 3, item 7",715478,"7 Algemene Politieke Beschouwingen","2022-2023","Niet-populistisch","parlement"
"Ik las afgelopen weekend in de media dat Wilders milder is geworden. Net als Van Baarle heb ik ook het verkiezingsprogramma gelezen en ik wil toch even toetsen — Wilders draaide er net wat omheen — of dat echt zo is. Ik heb een paar simpele vragen. Ik lees bijvoorbeeld: Nederland is geen islamitisch land, dus geen islamitische scholen, korans en moskeeën. Wil Wilders een verbod op alle moskeeën en alle korans in Nederland?","2",246,"De heer Paternotte","D66","2",NA,NA,2023-09-20,"nr. 2, item 2",766840,"2 Algemene Politieke Beschouwingen","2023-2024","Niet-populistisch","parlement"
